Taxon,Genus,Tribe,Subfamily,Family,NCBITaxon,Order,Diet,Nesting,Foraging,DietMod,NestingMod,ForagingMod,DietModslashboth,DietModslashlower,DietModslashupper,DietModalllower,DietModallupper,DietModanyplant,DietModonlyplant,ForagingModalllower,ForagingModallupper,ForagingModanycanopy,NestingModalllower,NestingModallupper,NestingModanycanopy,DietModonlypred,DietModanypred,DietModonlyomni,DietModanyomni,ForagingModanyground,NestingModanyground
Crematogaster_coriaria,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_coriaria,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_corvina,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_corvina,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_dahlii,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_dahlii,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_decamera,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_decamera,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_degeeri,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_degeeri,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_dentinodis,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_dentinodis,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_emeryana,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_emeryana,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_emeryi,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_emeryi,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_flava,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_flava,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_flaviventris,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_flaviventris,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_flavomicrops,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_flavomicrops,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_formosa,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_formosa,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_fraxatrix,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_fraxatrix,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_fritzi,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_fritzi,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_fruhstorferi,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_fruhstorferi,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_grevei,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_grevei,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_hafahafa,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_hafahafa,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_hazolava,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_hazolava,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_inflata,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_inflata,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_ionia,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_ionia,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_irritabilis,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_irritabilis,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_isolata,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_isolata,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_kelleri,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_kelleri,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_lango,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_lango,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_liengmei,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_liengmei,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_lineolata,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_lineolata,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_lobata,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_lobata,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_longipilosa,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_longipilosa,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_longispina,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_longispina,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_madagascariensis,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_madagascariensis,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_madecassa,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_madecassa,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_mahery,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_mahery,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_malala,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_malala,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_marioni,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_marioni,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_meijerei,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_meijerei,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_mesonotalis,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_mesonotalis,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_mjobergi,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_mjobergi,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_modiglianii,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_modiglianii,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_mpanjono,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_mpanjono,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_navajoa,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_navajoa,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_nigropilosa,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_nigropilosa,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_nosibeensis,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_nosibeensis,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_obnigra,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_obnigra,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_onusta,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_onusta,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_opaca,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_opaca,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_osakensis,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_osakensis,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_paradoxa,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_paradoxa,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_pilosa,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_pilosa,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_quadriformis,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_quadriformis,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_ranavalonae,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_ranavalonae,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_rasoherinae,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_rasoherinae,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_razana,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_razana,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_reticulata,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_reticulata,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_rothneyi,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_rothneyi,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_sabatra,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_sabatra,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_sagei,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_sagei,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_santschii,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_santschii,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_scutellaris,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_scutellaris,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_sewellii,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_sewellii,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_sisa,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_sisa,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_sordidula,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_sordidula,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_stadelmanni,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_stadelmanni,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_subcircularis,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_subcircularis,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_subnuda,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_subnuda,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_sumichrasti,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_sumichrasti,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_telolafy,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_telolafy,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_tenuicula,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_tenuicula,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_tetracantha,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_tetracantha,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_torosa,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_torosa,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_treubi,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_treubi,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_victima,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_victima,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_volamena,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_volamena,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_weberi,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_weberi,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Crematogaster_wellmani,Crematogaster,Crematogastrini,Myrmicinae,Formicidae,Crematogaster_wellmani,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Cyphoidris_exalta,Cyphoidris,Crematogastrini,Myrmicinae,Formicidae,Cyphoidris_exalta,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Dacatria_templaris,Dacatria,Crematogastrini,Myrmicinae,Formicidae,Dacatria_templaris,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Diplomorium_longipenne,Diplomorium,Crematogastrini,Myrmicinae,Formicidae,Diplomorium_longipenne,Hymenoptera,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Eutetramorium_mocquerysi,Eutetramorium,Crematogastrini,Myrmicinae,Formicidae,Eutetramorium_mocquerysi,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Eutetramorium_monticellii,Eutetramorium,Crematogastrini,Myrmicinae,Formicidae,Eutetramorium_monticellii,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Formicoxenus_diversipilosus,Formicoxenus,Crematogastrini,Myrmicinae,Formicidae,Formicoxenus_diversipilosus,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Formicoxenus_provancheri,Formicoxenus,Crematogastrini,Myrmicinae,Formicidae,Formicoxenus_provancheri,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Gauromyrmex_acanthinus,Gauromyrmex,Crematogastrini,Myrmicinae,Formicidae,Gauromyrmex_acanthinus,Hymenoptera,?,1,1,?,1,1,?,?,?,?,?,?,?,1,1,1,1,1,1,?,?,?,?,0,0
Harpagoxenus_sublaevis,Harpagoxenus,Crematogastrini,Myrmicinae,Formicidae,Harpagoxenus_sublaevis,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Huberia_brounii,Huberia,Crematogastrini,Myrmicinae,Formicidae,Huberia_brounii,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Huberia_striata,Huberia,Crematogastrini,Myrmicinae,Formicidae,Huberia_striata,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Kartidris_sparsipila,Kartidris,Crematogastrini,Myrmicinae,Formicidae,Kartidris_sparsipila,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Leptothorax_acervorum,Leptothorax,Crematogastrini,Myrmicinae,Formicidae,Leptothorax_acervorum,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Liomyrmex_gestroi,Liomyrmex,Crematogastrini,Myrmicinae,Formicidae,Liomyrmex_gestroi,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Lophomyrmex_ambiguus,Lophomyrmex,Crematogastrini,Myrmicinae,Formicidae,Lophomyrmex_ambiguus,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Lophomyrmex_striatulus,Lophomyrmex,Crematogastrini,Myrmicinae,Formicidae,Lophomyrmex_striatulus,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Lordomyrma_azumai,Lordomyrma,Crematogastrini,Myrmicinae,Formicidae,Lordomyrma_azumai,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Lordomyrma_curvata,Lordomyrma,Crematogastrini,Myrmicinae,Formicidae,Lordomyrma_curvata,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Lordomyrma_desupra,Lordomyrma,Crematogastrini,Myrmicinae,Formicidae,Lordomyrma_desupra,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Lordomyrma_epinotalis,Lordomyrma,Crematogastrini,Myrmicinae,Formicidae,Lordomyrma_epinotalis,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Lordomyrma_reticulata,Lordomyrma,Crematogastrini,Myrmicinae,Formicidae,Lordomyrma_reticulata,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Lordomyrma_rugosa,Lordomyrma,Crematogastrini,Myrmicinae,Formicidae,Lordomyrma_rugosa,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Lordomyrma_stoneri,Lordomyrma,Crematogastrini,Myrmicinae,Formicidae,Lordomyrma_stoneri,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Lordomyrma_striatella,Lordomyrma,Crematogastrini,Myrmicinae,Formicidae,Lordomyrma_striatella,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Lordomyrma_vanua,Lordomyrma,Crematogastrini,Myrmicinae,Formicidae,Lordomyrma_vanua,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Lordomyrma_vuda,Lordomyrma,Crematogastrini,Myrmicinae,Formicidae,Lordomyrma_vuda,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Malagidris_belti,Malagidris,Crematogastrini,Myrmicinae,Formicidae,Malagidris_belti,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Malagidris_jugum,Malagidris,Crematogastrini,Myrmicinae,Formicidae,Malagidris_jugum,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Mayriella_ebbei,Mayriella,Crematogastrini,Myrmicinae,Formicidae,Mayriella_ebbei,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Mayriella_transfuga,Mayriella,Crematogastrini,Myrmicinae,Formicidae,Mayriella_transfuga,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Melissotarsus_beccarii,Melissotarsus,Crematogastrini,Myrmicinae,Formicidae,Melissotarsus_beccarii,Hymenoptera,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Melissotarsus_emeryi,Melissotarsus,Crematogastrini,Myrmicinae,Formicidae,Melissotarsus_emeryi,Hymenoptera,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Melissotarsus_insularis,Melissotarsus,Crematogastrini,Myrmicinae,Formicidae,Melissotarsus_insularis,Hymenoptera,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Melissotarsus_weissi,Melissotarsus,Crematogastrini,Myrmicinae,Formicidae,Melissotarsus_weissi,Hymenoptera,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Meranoplus_castaneus,Meranoplus,Crematogastrini,Myrmicinae,Formicidae,Meranoplus_castaneus,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Meranoplus_mayri,Meranoplus,Crematogastrini,Myrmicinae,Formicidae,Meranoplus_mayri,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Meranoplus_radamae,Meranoplus,Crematogastrini,Myrmicinae,Formicidae,Meranoplus_radamae,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Metapone_madagascarica,Metapone,Crematogastrini,Myrmicinae,Formicidae,Metapone_madagascarica,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Myrmecina_americana,Myrmecina,Crematogastrini,Myrmicinae,Formicidae,Myrmecina_americana,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Myrmecina_graminicola,Myrmecina,Crematogastrini,Myrmicinae,Formicidae,Myrmecina_graminicola,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Myrmisaraka_brevis,Myrmisaraka,Crematogastrini,Myrmicinae,Formicidae,Myrmisaraka_brevis,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Myrmisaraka_producta,Myrmisaraka,Crematogastrini,Myrmicinae,Formicidae,Myrmisaraka_producta,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Nesomyrmex_echinatinodis,Nesomyrmex,Crematogastrini,Myrmicinae,Formicidae,Nesomyrmex_echinatinodis,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Nesomyrmex_madecassus,Nesomyrmex,Crematogastrini,Myrmicinae,Formicidae,Nesomyrmex_madecassus,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
